name,type,lat,lon,address
govt.Ayurveda Dispensory,hospital,10.4776971,76.2464941,"govt.Ayurveda Dispensory, Govt. Ayurveda Dispensary Avinissery ,Pallissery P.O. ,  Ollur, Mannuthy-Palakkal Road, Ollur, Thrissur, Thrissur District, Kerala, 680027, India"
Government Ayurveda Dispensary Ashtamichira,hospital,10.2814374,76.2603513,"Government Ayurveda Dispensary Ashtamichira, mankidi-kundai road, Mukundapuram, Thrissur District, Kerala, 680731, India"
"Govt. Ayurveda Dispensary Avanoor ,Thangaloor P.O.,Thrissur Dt., Pin680581",hospital,10.6348222,76.2112817,"Govt. Ayurveda Dispensary Avanoor ,Thangaloor P.O.,Thrissur Dt., Pin680581, Wadakkancherry road, Thiruthiparambu, Talappilly, Thrissur District, Kerala, 680595, India"
"Govt. Ayurveda Dispensary Chalakudy,ChalakudyP.O.,Thrissur Dt.Pin-680307",hospital,10.3068522,76.3378961,"Govt. Ayurveda Dispensary Chalakudy,ChalakudyP.O.,Thrissur Dt.Pin-680307, Trunk Rd, Chalakudy, Chalakkudy, Thrissur District, Kerala, 680307, India"
Government Ayurveda Dispensary Chemmannur,hospital,10.5177808,76.2116297,"Government Ayurveda Dispensary Chemmannur, Thrissur - Koorkancherry Road, Poothole, Thrissur, Thrissur District, Kerala, 680021, India"
Government Ayurveda Dispensary Chengallur,hospital,10.4056556,76.3011254,"Government Ayurveda Dispensary Chengallur, Pudukad Mupliyam Road, Puthukkad, Mukundapuram, Thrissur District, Kerala, 680312, India"
"Govt. Ayurveda Dispensary Cherpu, Thayankulangara,Near Sneha Bhavan Building,Cherpu.P.O, Thrissur Dt.Pin680561",hospital,10.4386734,76.2091861,"Govt. Ayurveda Dispensary Cherpu, Thayankulangara,Near Sneha Bhavan Building,Cherpu.P.O, Thrissur Dt.Pin680561, Thayamkulangara Temple Roa, Cherpu, Thrissur, Thrissur District, Kerala, 680561, India"
Community Health Centre Nenmara,hospital,10.592744,76.6005384,"Community Health Centre Nenmara, Nelliampathy Road, Nenmara, Chittur, Palakkad District, Kerala, 678508, India"
"Govt. Ayurveda Dispensary Eravu, Arimpur P.O. Thrissur Dt.Pin 680620",hospital,10.4884552,76.118575,"Govt. Ayurveda Dispensary Eravu, Arimpur P.O. Thrissur Dt.Pin 680620, Chavakkad-Mullassery-Kanjany -Peringottukara Road, Kanjany, Thrissur, Thrissur District, Kerala, 680617, India"
cimar mom's hospital,hospital,10.0512687,76.2962954,"cimar mom's hospital, Kodungallur-Paravur-Ernakulam Highway, Edappally North, Kalamassery, Kanayannur, Ernakulam District, Kerala, 682034, India"
cimar infertility hospital cheranalloor,hospital,10.0517171,76.2968834,"cimar infertility hospital cheranalloor, Kodungallur-Paravur-Ernakulam Highway, Edappally North, Kalamassery, Kanayannur, Ernakulam District, Kerala, 682034, India"
Government Ayurveda Dispensary Irunilamcode,hospital,10.6856001,76.2167555,"Government Ayurveda Dispensary Irunilamcode, Wadakancherry Varavoor Road, Varavoor, Talappilly, Thrissur District, Kerala, 680585, India"
Bethseda mental health care center,hospital,10.0837011,76.4660951,"Bethseda mental health care center, Perumbavoor Puthencruz road, Asharimukal, Perumbavoor, Kunnathunad, Ernakulam District, Kerala, 683500, India"
Primary Health centres Peruvemba,hospital,10.7028333,76.6853029,"Primary Health centres Peruvemba, Peruvemba road, Peruvamba, Palakkad, Palakkad District, Kerala, 678531, India"
Government Hospital Chengamanad,hospital,10.154961,76.3355533,"Government Hospital Chengamanad, Manjaly Athani Road, Aluva, Ernakulam District, Kerala, 683585, India"
Namasthe ayurvedic treatment,hospital,10.1689749,76.3502474,"Namasthe ayurvedic treatment, MDR, Athani, Aluva, Ernakulam District, Kerala, 683589, India"
mar baselios medical mission hospital,hospital,10.0645781,76.6223951,"mar baselios medical mission hospital, Revenue Tower Road, Kothamangalam, Ernakulam District, Kerala, 686666, India"
Shanthi Bhavan Palliative Hospital,hospital,10.431894,76.224151,"Shanthi Bhavan Palliative Hospital, Urakam-Pudukad road, Thrissur, Thrissur District, Kerala, 680562, India"
Ayurgem Ayurvedic Hospital,hospital,10.5010229,76.2119415,"Ayurgem Ayurvedic Hospital, Kodungallur - Shornur Road, Thrissur, Thrissur District, Kerala, 680007, India"
Makara Ayurveda Hospital,hospital,10.6206702,76.2021122,"Makara Ayurveda Hospital, Mundathicode Road, Talappilly, Thrissur District, Kerala, 680596, India"
Government Ayurveda Dispensary Pazhayannur,hospital,10.6754858,76.4224108,"Government Ayurveda Dispensary Pazhayannur, 317/6, Pazhayanur Elanad Road, Pazhayanur, Talappilly, Thrissur District, Kerala, 680587, India"
Gandhiji Naturopathy Hospital,hospital,10.4928613,76.2152488,"Gandhiji Naturopathy Hospital, Maliyekkal Road, Kuriyachira, Thrissur, Thrissur District, Kerala, 680027, India"
Alappat Dental Hospital,hospital,10.4698197,76.0803677,"Alappat Dental Hospital, beach road, Vadanappally, Thrissur, Thrissur District, Kerala, 680569, India"
Max Care Hospital,hospital,10.6630868,76.2481334,"Max Care Hospital, Kodungallur - Shornur Road, Ottupara, Wadakkancherry, Talappilly, Thrissur District, Kerala, 680582, India"
"Government Ayurveda Dispensary, Avanoor",hospital,10.6131773,76.1801256,"Government Ayurveda Dispensary, Avanoor, 132, Avanoor Mundathikkod Road, Thrissur, Thrissur District, Kerala, 680596, India"
Bone & Joint Hospital,hospital,10.536429,76.215994,"Bone & Joint Hospital, Kovilakam Padam Road, Chembukkavu, Thrissur, Thrissur District, Kerala, 680008, India"
Kottakkal Arya Vaidya Sala,hospital,10.5648004,76.123249,"Kottakkal Arya Vaidya Sala, Road via Chavakkadu to Guruvayoor, Thrissur, Thrissur District, Kerala, 680552, India"
Primary Health Centre 24*7 Arimpur,hospital,10.497812,76.154466,"Primary Health Centre 24*7 Arimpur, Thrissur - Kanjani - Vadanappally Road, Eravu Thaniparambu Colony, Thrissur, Thrissur District, Kerala, 680620, India"
Moyalan's Hospital,hospital,10.3073237,76.3380823,"Moyalan's Hospital, Trunk Rd, Chalakudy, Thrissur, Thrissur District, Kerala, 680307, India"
Holy Angel Hospital,hospital,10.361774,76.410522,"Holy Angel Hospital, church road, Vellikulangara, Chalakkudy, Thrissur District, Kerala, 680684, India"
Bethzada Ayurvedic Hospital,hospital,10.2852799,76.3191752,"Bethzada Ayurvedic Hospital, Thottaveedhi Pocket Road, Chalakudy, Chalakkudy, Thrissur District, Kerala, 680731, India"
N/A,hospital,10.208578,76.265156,"Manalikad Paramadu Road, Kodungallur, Thrissur District, Kerala, 680733, India"
Ayurveda Hospital,hospital,10.2341892,76.3284617,"Ayurveda Hospital, Annamanada Mala Road, Chalakkudy, Thrissur District, Kerala, 680741, India"
Mahalakshmi Multispeciality Dental Hospital,hospital,10.232291,76.195861,"Mahalakshmi Multispeciality Dental Hospital, Ponnani-Chavakkad-Kodungallur Highway, Chandapura, Kodungallur, Thrissur District, Kerala, 680668, India"
St. Vincent Diabetes Hospital & Research Centre,hospital,10.3393863,76.219457,"St. Vincent Diabetes Hospital & Research Centre, unknown road, Irinjalakuda, Mukundapuram, Thrissur District, Kerala, 680121, India"
St. Joseph's Hospital,hospital,10.206019,76.319885,"St. Joseph's Hospital, Melanthuruth colony road, Valiyaparambu, Chalakkudy, Ernakulam District, Kerala, 683579, India"
Kuzhur Panchayat Hospital,hospital,10.204512,76.278669,"Kuzhur Panchayat Hospital, Puthirithi road Kuzhur, Chalakkudy, Thrissur District, Kerala, 680734, India"
Hospital,hospital,10.240304,76.266917,"Hospital, annamanada -mala pallipuram road, Mala, Chalakkudy, Thrissur District, Kerala, 680732, India"
Pullur Mission Hospital,hospital,10.3429971,76.2352655,"Pullur Mission Hospital, Pulloor-Oorakam Road, Pulloor, Mukundapuram, Thrissur District, Kerala, 680121, India"
K A Speciality Hospital,hospital,10.3911879,76.2212993,"K A Speciality Hospital, Kodungallur - Shornur Road, Irinjalakuda, Mukundapuram, Thrissur District, Kerala, 680712, India"
Okay Mission Hospital,hospital,10.2302845,76.1887487,"Okay Mission Hospital, Chandappura-Eriyad Road, Chandapura, Kodungallur, Thrissur, Thrissur District, Kerala, 680668, India"
St. Joseph Hospital,hospital,10.4345449,76.3550907,"St. Joseph Hospital, Chimminy Dam Road, Pulikkanny, Chalakkudy, Thrissur District, Kerala, 680303, India"
Mar Thoma Hospital,hospital,10.1908537,76.1781232,"Mar Thoma Hospital, Eriyad-Azhikode road, Eriyad, Kodungallur, Thrissur District, Kerala, 680666, India"
Medigreen Hospital,hospital,10.2870504,76.2149499,"Medigreen Hospital, Irinjalakuda-Kodungallur Road, Konathukunnu, Thrissur, Thrissur District, Kerala, 680682, India"
Merly Jeevamrith Ayurveda Hospital,hospital,10.307309,76.33214,"Merly Jeevamrith Ayurveda Hospital, Sha Road, Thachudaparambu, Chalakkudy, Thrissur District, Kerala, 680307, India"
MIT Mission Hospital,hospital,10.2329009,76.1941745,"MIT Mission Hospital, Service Road, Chandapura, Kodungallur, Thrissur District, Kerala, 680664, India"
Gurudharmam Mission Hospital,hospital,10.239203,76.264598,"Gurudharmam Mission Hospital, Mala - Kodungallur Road, Moonnumuri Junction, Mala, Chalakkudy, Thrissur District, Kerala, 680732, India"
Government Ayurvedic Hospital Ottappalam,hospital,10.7728772,76.3581782,"Government Ayurvedic Hospital Ottappalam, Ottappalam-Kulapully-Shornur Road, Manav Nagar, Manisseri, Ottappalam, Palakkad District, Kerala, 679104, India"
Homoeo Hospital,hospital,10.6401328,76.4900427,"Homoeo Hospital, thennilapuram gramam, Alathur, Palakkad District, Kerala, 678682, India"
St.Francis Shanti Hospital,hospital,10.6906321,76.7172383,"St.Francis Shanti Hospital, Tattamangalam-Chittur Road, Chittur, Palakkad District, Kerala, 678102, India"
Trinity Eye Hospital,hospital,10.6467584,76.543439,"Trinity Eye Hospital, Pazhayannur-Alathur Road, Ambedkar Colony, Puducode, edathil colony, Alathur, Palakkad District, Kerala, 678541, India"
Aabind Hospital,hospital,10.6127845,76.6986127,"Aabind Hospital, Vadakkenchery - Pollachi Road, Kollengode, Chittur, Palakkad District, Kerala, 678506, India"
Ponnan Pushari Memorial Hospital,hospital,10.6590787,76.4683725,"Ponnan Pushari Memorial Hospital, Local Road, Kulakkad Colony, Tarur, Alathur, Palakkad District, Kerala, 678548, India"
Natural Jothi Ayurveda Hospital,hospital,10.646966,76.566367,"Natural Jothi Ayurveda Hospital, Alathur-Kollengode Road, Kunissery, Alathur, Palakkad District, Kerala, 678546, India"
Bajm Hospital,hospital,10.7244272,76.6026057,"Bajm Hospital, kuzhalmannam-kuthanur road, Kuzhalmannam, Alathur, Palakkad District, Kerala, 678702, India"
Rishi Hospital,hospital,10.778446,76.65287,"Rishi Hospital, Priyadarshini Road, Tharekkad, Palakkad, Palakkad District, Kerala, 678001, India"
Government Ayurveda Hospital,hospital,10.592635,76.469866,"Government Ayurveda Hospital, Salem - Kochi - Kanyakumari Highway, Panniyankara, Palakkad, Palakkad District, Kerala, 678683, India"
Serene Ninan's Hospital,hospital,10.7752837,76.6554649,"Serene Ninan's Hospital, Priyadarshini Road, Tharekkad, Palakkad, Palakkad District, Kerala, 678001, India"
Alathur Maternity & Children's Hospital,hospital,10.6465783,76.5517042,"Alathur Maternity & Children's Hospital, Salem - Kochi - Kanyakumari Road, edathil colony, Alathur, Palakkad, Palakkad District, Kerala, 678541, India"
Kandath Mohandas Memorial Health Centre,hospital,10.648327,76.563964,"Kandath Mohandas Memorial Health Centre, Salem - Kochi - Kanyakumari Highway, Erimayur, Alathur, Palakkad District, Kerala, 678546, India"
Family Health Centre Kollengode,hospital,10.6147738,76.696926,"Family Health Centre Kollengode, Kollengode-Pudhunagaram Road, Kollengode, Chittur, Palakkad District, Kerala, 678506, India"
Rural Medical Mission Hospital,hospital,10.1254188,76.3324083,"Rural Medical Mission Hospital, VSCB Road, Paravur, Ernakulam District, Kerala, 683102, India"
Ayurguham Ayurvendha Hospital,hospital,10.0806662,76.6193506,"Ayurguham Ayurvendha Hospital, Thrikkariyoor-Kothamangalam Block Road, Kothamangalam, Ernakulam District, Kerala, 686692, India"
Janatha Hospital,hospital,10.10672,76.350308,"Janatha Hospital, Salem - Kochi - Kanyakumari Highway, Thottakkattukara, Aluva, Ernakulam District, Kerala, 683101, India"
Kalarickal Ayurveda Hospital,hospital,10.0685904,76.6212908,"Kalarickal Ayurveda Hospital, Kothamangalam Bypass Road, Kothamangalam, Ernakulam District, Kerala, 686691, India"
Government Homeo Hospital,hospital,10.0029555,76.4582398,"Government Homeo Hospital, kolenchery road passing through kadayiruppu, Kariyattukunnu colony, Kadayiruppu, Kunnathunad, Ernakulam District, Kerala, 682311, India"
Nangelil Hospital,hospital,10.115837,76.480546,"Nangelil Hospital, MDR, Perumbavoor, Kunnathunad, Ernakulam District, Kerala, 683542, India"
NIMS Hospital,hospital,10.0758077,76.5925286,"NIMS Hospital, MDR, Nellikuzhi, Kothamangalam, Ernakulam District, Kerala, 686691, India"
Life Line Hospital,hospital,10.0003954,76.709916,"Life Line Hospital, Sabarimala - Kodaikkanal Road, Paingottoor, Kothamangalam, Ernakulam District, Kerala, 686671, India"
Ideal Mind Care Hospital,hospital,10.0888995,76.4682171,"Ideal Mind Care Hospital, Perumbavoor Puthencruz road, Asharimukal, Perumbavoor, Kunnathunad, Ernakulam District, Kerala, 683556, India"
Payattuthara Hospital,hospital,10.0172719,76.4283668,"Payattuthara Hospital, Achappankavala - Pancode Road, Parakode, Kunnathunad, Ernakulam District, Kerala, 683565, India"
Ayurgrace Ayurveda Hospital,hospital,10.110355,76.480951,"Ayurgrace Ayurveda Hospital, MC Road, Pathipalam, Perumbavoor, Kunnathunad, Ernakulam District, Kerala, 683542, India"
Tvj Eye Hospital,hospital,10.068056,76.613934,"Tvj Eye Hospital, Aluva - Munnar Road, Kothamangalam, Ernakulam District, Kerala, 686691, India"
Vempilly Ayurveda Hospital,hospital,9.9449021,76.6955656,"Vempilly Ayurveda Hospital, Kottarathilpadi Road, CHOZHUMKUDY COLONY, Kumaramangalam, Muvattupuzha, Ernakulam District, Kerala, 686668, India"
Life Care Hospital,hospital,10.0280343,76.590152,"Life Care Hospital, Pallipady Canal Road, Muvattupuzha, Ernakulam District, Kerala, 686673, India"
Samwarthika Ayurveda Hospital,hospital,9.9707114,76.5857635,"Samwarthika Ayurveda Hospital, pallikavu road, Kizhakkekara, Muvattupuzha, Ernakulam District, Kerala, 686661, India"
Nirmala Medical Mission Hospital,hospital,10.0037817,76.3976039,"Nirmala Medical Mission Hospital, Pallimubgal Road, Ernakulam, Kunnathunad, Ernakulam District, Kerala, 682303, India"
Badriya Holistic Hospital,hospital,10.1123147,76.4611705,"Badriya Holistic Hospital, Aluva - Munnar Road, Perumbavoor, Kunnathunad, Ernakulam District, Kerala, 683547, India"
Kottakkal Hospital,hospital,10.0638222,76.6208543,"Kottakkal Hospital, Aluva - Munnar Road, Kothamangalam, Ernakulam District, Kerala, 686666, India"
Sanjeevanam Ayurveda Hospital,hospital,10.027905,76.388979,"Sanjeevanam Ayurveda Hospital, Ernakulam - Thekkady Road, Manakkakadavu, Kunnathunad, Ernakulam District, Kerala, 683565, India"
Lotus Eye Hospital,hospital,9.9674326,76.3012127,"Lotus Eye Hospital, Sahodaran Ayyappan Road, Elamkulam, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682020, India"
Vathakat Orthopaedic Hospital,hospital,9.986819,76.285434,"Vathakat Orthopaedic Hospital, TA Beerankunju Road, Pulleppady, Ernakulam North, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682018, India"
B & B Memorial Hospital,hospital,10.033897,76.3294623,"B & B Memorial Hospital, Marottichodu - Thoppil Road, Thrikkakkara, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682021, India"
Evershine Hospital,hospital,10.0196125,76.3046442,"Evershine Hospital, Manimala Road, Sahrudaya Nagar, Edappally, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682024, India"
"Urban Primary Health Centre, Chalikkavattom",hospital,9.9824178,76.3241707,"Urban Primary Health Centre, Chalikkavattom, Mahilasamajam Nursery Road, Thammanam, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682028, India"
Vypeen Hospital,hospital,9.9997548,76.2350221,"Vypeen Hospital, Vypin - Pallippuram Road, Puthuvype, Ernakulam, Kochi, Ernakulam District, Kerala, 682508, India"
Dr. Hassan Ayurveda Brain and Spine Super Speciality Hospital,hospital,9.978757,76.286691,"Dr. Hassan Ayurveda Brain and Spine Super Speciality Hospital, Rajaji Road, Pulleppady, Shenoys, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682035, India"
Alife Ayurvedam,hospital,10.0146072,76.2933848,"Alife Ayurvedam, Deshabhimani Road, Elamakkara, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682026, India"
Futureace Hospital,hospital,10.0320122,76.304213,"Futureace Hospital, Edapally Overbridge, Railway Nagar, Koonamthai, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682024, India"
Appolo,hospital,10.0632087,76.3187175,"Appolo, Karipai Road, Ernakulam, Kanayannur, Ernakulam District, Kerala, 683104, India"
Ahalia Foundation Eye Hospital,hospital,9.9932055,76.3146743,"Ahalia Foundation Eye Hospital, Salem - Kochi - Kanyakumari Road, Pallinada, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682025, India"
Focus Eye Hospital,hospital,9.9689594,76.2932547,"Focus Eye Hospital, Hindustan Petroleum Road, Gandhi Nagar, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682016, India"
Navabharath Medical Hospital,hospital,10.171629,76.178222,"Navabharath Medical Hospital, മൂത്തകുന്നം - മാല്യങ്കര - മുനമ്പം റോഡ്, Pallipuram, Kochi, Ernakulam District, Kerala, 683515, India"
Santhigiri Ayurveda & Siddha Hospital,hospital,9.9730963,76.2860427,"Santhigiri Ayurveda & Siddha Hospital, Chittoor Road, Pulleppady, Shenoys, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682018, India"
Metro Mind - Psychiatric Hospital,hospital,10.054538,76.319607,"Metro Mind - Psychiatric Hospital, Salys Road, Ernakulam, Kanayannur, Ernakulam District, Kerala, 683104, India"
Medall Healthcare,hospital,9.9651653,76.3156016,"Medall Healthcare, Major Road, Vyttila, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682019, India"
Arc Fertility Hospitals,hospital,10.0090884,76.3034525,"Arc Fertility Hospitals, Pottakuzhi-Mamangalam Road, Sonia Nagar, Ernakulam, Kanayannur, Ernakulam District, Kerala, 682025, India"
Government Homeo dispensary Puthenvelikkara,hospital,10.1730039,76.2755433,"Government Homeo dispensary Puthenvelikkara, GHD Puthenvelikkara, MDR, Kanakkankadavu, Paravur, Ernakulam District, Kerala, 683594, India"
Sparsam Hospital,hospital,10.2000693,76.5040551,"Sparsam Hospital, Kadappara, Malayattoor Kadappara Road, Chammani, Malayattoor, Aluva, Ernakulam District, Kerala, 683587, India"
Government Homeo Dispensary Vandazhi,hospital,10.5936023,76.5220931,"Government Homeo Dispensary Vandazhi, Vadakkenchery-Pollachi Road, Mudappallur, Alathur, Palakkad District, Kerala, 678705, India"
N/A,hospital,10.6097543,76.1567812,"Arambilly Road, Colony, Thrissur, Thrissur District, Kerala, 680549, India"
Government Veterinary Dispensary,hospital,10.6442082,76.1929819,"Government Veterinary Dispensary, Wadakkancherry road, Thrissur, Talappilly, Thrissur District, Kerala, 680601, India"
Njarakkal Govt. Homoeo Dispensary,hospital,10.0438538,76.217612,"Njarakkal Govt. Homoeo Dispensary, Vypin - Pallippuram Road, Thekkinezhath, Njarackal, Kochi, Ernakulam District, Kerala, 682505, India"
Govt Homoeo Dispensary Okkal,hospital,10.1549387,76.4438004,"Govt Homoeo Dispensary Okkal, 16/50, Koonathan Road, Kunnathunad, Ernakulam District, Kerala, 683550, India"
Government Homoeo Dispensary Kunnukara,hospital,10.1561093,76.2948487,"Government Homoeo Dispensary Kunnukara, Kunnukara P O, Manjaly Athani Road, Chalakka, Paravur, Ernakulam District, Kerala, 683578, India"
GOVERNMENT HOMOEO DISPENSARY CHITTATTUKARA,hospital,10.1507992,76.2106834,"GOVERNMENT HOMOEO DISPENSARY CHITTATTUKARA, Government homoeo dispensary chittattukara.sahitya poshini building.vadakkekara p.o, Kodungallur-Paravur-Ernakulam Highway, Aalummaav, North Paravur, Paravur, Ernakulam District, Kerala, 683522, India"
N/A,hospital,10.2835557,76.2137691,"Irinjalakuda-Kodungallur Road, Konathukunnu, Mukundapuram, Thrissur District, Kerala, 680123, India"
Government Homoeo dispensary Nedumbassery,hospital,10.1622239,76.3689623,"Government Homoeo dispensary Nedumbassery, kariyad junction, Salem - Kochi - Kanyakumari Highway, Kariyadu, Athani, Aluva, Ernakulam District, Kerala, 683589, India"
veterinary hospital cherpu,hospital,10.4449655,76.2117672,"veterinary hospital cherpu, veterinary hospittal cherpu, Gramodharanam Road, Cherpu, Thrissur, Thrissur District, Kerala, 680561, India"
veterinary hospital ollur,hospital,10.4891421,76.2408594,"veterinary hospital ollur, MDR, Cheerachi, Thrissur, Thrissur District, Kerala, 680306, India"
veterinary sub centre thaikattussery,hospital,10.4564782,76.2401889,"veterinary sub centre thaikattussery, veterinary subcentre thaikattussery, Thaikkattussery Road, Thrissur, Thrissur District, Kerala, 680306, India"
Government Homoeo dispensary Nedumbassery,hospital,10.1621967,76.3689857,"Government Homoeo dispensary Nedumbassery, kariyad junction, Salem - Kochi - Kanyakumari Highway, Kariyadu, Athani, Aluva, Ernakulam District, Kerala, 683589, India"
Veterinary Dispensary,hospital,10.6131471,76.1814563,"Veterinary Dispensary, 76/2, Avanoor Mundathikkod Road, Edakkulam, Thrissur, Thrissur District, Kerala, 680596, India"
AYUSH PHC NENMANIKKARA HOMOEO,hospital,10.4223059,76.2507609,"AYUSH PHC NENMANIKKARA HOMOEO, Urakam-Pudukad Road, Puthukkad, Mukundapuram, Thrissur District, Kerala, 680131, India"
Veterinary Dispensary,hospital,10.2096823,76.2649222,"Veterinary Dispensary, Veterinary Dispensary, Poopathy 680733, Manalikad Paramadu Road, Kodungallur, Thrissur District, Kerala, 680733, India"
govt homoeo dispensary vengola,hospital,10.0953279,76.449084,"govt homoeo dispensary vengola, Aluva - Munnar Road, Perumbavoor, Kunnathunad, Ernakulam District, Kerala, 683547, India"
DISTRICT VETERINARY CENTRE THRISSUR,hospital,10.520455,76.2415582,"DISTRICT VETERINARY CENTRE THRISSUR KERALA, DISTRICT VETEINARY COMPLEX, Paravattani - Nellikunnu Road, Chelakkottukara, Thrissur, Thrissur District, Kerala, 680005, India"
vallachira vetinary hopital,hospital,10.4438876,76.2329579,"vallachira vetinary hopital, poochinnipadam-vallachira road, Thrissur, Thrissur District, Kerala, 680562, India"
APHC(NHM)HOMOEO PUDUKKAD,hospital,10.4252911,76.2678905,"APHC(NHM)HOMOEO PUDUKKAD, Salem - Kochi - Kanyakumari Highway, Puthukkad, Mukundapuram, Thrissur District, Kerala, 680301, India"
Annamanada Ayush Phc (Homoeo),hospital,10.2383046,76.3267975,"Annamanada Ayush Phc (Homoeo), Annamanada Mala Road, Chalakkudy, Thrissur District, Kerala, 680741, India"
AYUSH PHC HOMOEO KODASSERY,hospital,10.3431333,76.3945927,"AYUSH PHC HOMOEO KODASSERY, Near Panchayath, Chalakudy Vellikulangara Road, Elanjipra, Chalakkudy, Thrissur District, Kerala, 680721, India"
"AYUSH PHC HOMOEOPATHY CHELAKKARA, Chelakkara P.O., Thrissur 680586",hospital,10.6946084,76.3346826,"AYUSH PHC HOMOEOPATHY CHELAKKARA, Chelakkara P.O., Thrissur 680586, AYUSH PHC HOMOEOPATHY CHELAKKARA, Inside Panchayath Office Complex, Chelakkara P.O.., pazhayannur Road, Chelakkara, Talappilly, Thrissur District, Kerala, 680586, India"
VETERINARY DISPENSARY CHAIPPANKUZHY,hospital,10.3251557,76.4423429,"Chalakkudy, Thrissur District, Kerala, 680724, India"
ICDP SUBCENTER KUTTICHIRA,hospital,10.33276,76.4244035,"ICDP SUBCENTER KUTTICHIRA, Quarry Road, Chalakkudy, Thrissur District, Kerala, 680724, India"
Veterinary hospital Avinissery,hospital,10.4697358,76.2248149,"Veterinary hospital Avinissery, avinissery, Mannuthy-Palakkal Road, Ollur, Thrissur, Thrissur District, Kerala, 680313, India"
AYUSH PHC HOMOEO PERINJANAM,hospital,10.305805,76.1594782,"AYUSH PHC HOMOEO PERINJANAM, Panchayat Road, Chakkarapadam Bridge Road, Kodungallur, Thrissur District, Kerala, 680686, India"
GAD Kandassamkadavu,hospital,10.4747673,76.1017343,"GAD Kandassamkadavu, Sree Narayana Guru Road, Kandassankadavu, Manaloor, Thrissur, Thrissur District, Kerala, 680613, India"
Veterinary Dispensary Perinjanam,hospital,10.3137728,76.142272,"Veterinary Dispensary Perinjanam, Pancharavalavu, Emmad Road, Moonupeedika, Kodungallur, Thrissur District, Kerala, 680686, India"
veterinary sub centre manalur,hospital,10.4745548,76.1015899,"veterinary sub centre manalur, manalur, Sree Narayana Guru Road, Kandassankadavu, Manaloor, Thrissur, Thrissur District, Kerala, 680613, India"
veterinary dispensary muttithadi,hospital,10.4578908,76.3286859,"veterinary dispensary muttithadi, muttithadi, MDR, Mukundapuram, Thrissur District, Kerala, 680317, India"
Government Ayurveda Dispensary,hospital,10.269823,76.3113372,"Government Ayurveda Dispensary, 477/II, Kadukutty Muringoor Road, Annanad, Chalakkudy, Thrissur District, Kerala, 680309, India"
Veterinary Dispensary Ashtamichira,hospital,10.2754456,76.2774896,"Veterinary Dispensary Ashtamichira, Ashtamichira, Kodakara - Kodungallur Road, Ashtamichira, Chalakkudy, Thrissur District, Kerala, 680731, India"
veterinary sub centre pazhookkara,hospital,10.2798704,76.2928823,"veterinary sub centre pazhookkara, Pazhookkara, Mala-Chalakudi Road, Ashtamichira, Chalakkudy, Thrissur District, Kerala, 680731, India"
Veterinary Sub Centre Poyya,hospital,10.2156894,76.2384945,"Veterinary Sub Centre Poyya, Poyya, Mala - Kodungallur Road, Mala, Kodungallur, Thrissur District, Kerala, 680733, India"
Veterinary Sub Centre Annanad,hospital,10.2754102,76.3234286,"Veterinary Sub Centre Annanad, Annanad, Kadukutty Muringoor Road, Annanad, Chalakkudy, Thrissur District, Kerala, 680309, India"
"GOVT AYURVEDA DISPENSARY,AYYANTHOLE",hospital,10.5145361,76.1822709,"GOVT AYURVEDA DISPENSARY,AYYANTHOLE, Thrissur - Kanjani - Vadanappally Road, West Fort, Thrissur, Thrissur District, Kerala, 680012, India"
govt homoeo dispensary  arimpur,hospital,10.4975527,76.1561817,"govt homoeo dispensary  arimpur, govt homoeo dispensary, Thrissur - Kanjani - Vadanappally Road, Eravu Thaniparambu Colony, Arimbur, Thrissur, Thrissur District, Kerala, 680620, India"
Dr George's Homoeopathy,hospital,10.2112541,76.3864411,"Dr George's Homoeopathy, Karayamparambu, Angamaly Ezhattumukham Road, Elavoor Kavala, Karayamparambu, Aluva, Ernakulam District, Kerala, 683576, India"
GOVT HOMOEO DISPENSARY AYYANTHOLE,hospital,10.5148036,76.1822653,"GOVT HOMOEO DISPENSARY AYYANTHOLE, 49/1224/3, Ambadi Kulam Road, Thrissur, Thrissur District, Kerala, 680012, India"
Muriyad Government Homoeo Dispensary,hospital,10.3674551,76.2641067,"Muriyad Government Homoeo Dispensary, Muriyad,Mukundapuram, Vallakkunnu-Nellayi Road, Kunnathara Colony, Anandapuram, Mukundapuram, Thrissur District, Kerala, 680683, India"
AYUSH NHM Homoeo Dispensary,hospital,10.2907764,76.5130446,"AYUSH NHM Homoeo Dispensary, Panchayath office Complex, Aroormuzhy road, Vettilappara, Chalakkudy, Thrissur District, Kerala, India"
